ACP,Access Control Point,Air Commander’S Pointer,Airspace Control Plan,Allied Communications Publication,Assign Common Pool,Nodef,Nodef,tabme
ACR,Armored Cavalry Regiment (Army),Assign Channel Reassignment,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ACS,Agile Combat Support,Air-Capable Ship,Airspace Control System,Auxiliary Crane Ship,Nodef,Nodef,Nodef,tabme
ACSA,Acquisition And Cross-Servicing Agreement,Allied Communications Security Agency,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
"AC/S, C4I","Assistant Chief Of Staff, Command, Control, Communications, Computers, And Intelligence (Usmc)",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ACT,Activity,Advance Civilian Team,Allied Command Transformation,Nodef,Nodef,Nodef,Nodef,tabme
ACU,Assault Craft Unit,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ACV,Aircraft Cockpit Video,Armored Combat Vehicle,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ACW,Advanced Conventional Weapons,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
A/D,Analog-To-Digital,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AD,Active Duty,Advanced Deployability,Air Defense,Area Denial,Automatic Distribution,Priority Add-On,Nodef,tabme
ADA,Aerial Damage Assessment,Air Defense Artillery,Antideficiency Act,Nodef,Nodef,Nodef,Nodef,tabme
A/DACG,Arrival/Departure Airfield Control Group,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADAFCO,Air Defense Artillery Fire Control Officer,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADAL,Authorized Dental Allowance List,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADAM,Air Defense Airspace Management,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADAM/BAE,Air Defense Airspace Management/Brigade Aviation Element,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADAMS,Allied Deployment And Movement System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADANS,Air Mobility Command Deployment Analysis System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADC,Air Defense Commander,Area Damage Control,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADCAP,Advanced Capability,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
A/DCG,Arrival/Departure Control Group,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADCI/MS,Associate Director Of Central Intelligence For Military Support,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADCON,Administrative Control,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADD,Assign On-Line Diagnostic,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADDO,Assistant Deputy Director For Operations,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADDO(MS),Assistant Deputy Director For Operations/Military Support,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADE,Airdrop Damage Estimate,Assign Digit Editing,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADF,Automatic Direction Finding,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADIZ,Air Defense Identification Zone,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADKC/RCU,Automatic Key Distribution Center/Rekeying Control Unit,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADL,Advanced Distributed Learning,Assign Xx (Sl) Routing,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADM,Air Defense Measure,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADMIN,Administration,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADN,Allied Command Europe Desired Ground Zero Number,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADNET,Anti-Drug Network,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADOC,Air Defense Operations Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADP,Air Defense Plan,Army Doctrine Publication,Automated Data Processing,Nodef,Nodef,Nodef,Nodef,tabme
ADPE,Automated Data Processing Equipment,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADPS,Automatic Data Processing System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADR,Accident Data Recorder,Aircraft Damage Repair,Airfield Damage Repair,Nodef,Nodef,Nodef,Nodef,tabme
ADRA,Adventist Development And Relief Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADRP,Army Doctrine Reference Publication,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADS,Air Defense Section,Air Defense Sector,Amphibian Discharge Site,Authoritative Data Source,Nodef,Nodef,Nodef,tabme
ADSIA,Allied Data Systems Interoperability Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADSW,Active Duty For Special Work,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADT,Active Duty For Training,Assign Digital Transmission Group,Automatic Digital Tester,Nodef,Nodef,Nodef,Nodef,tabme
ADUSD(TP),"Assistant Deputy Under Secretary Of Defense, Transportation Policy",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADVON,Advanced Echelon,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADW,Air Defense Warnings,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADWC,Air Defense Warning Condition,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
ADZ,Amphibious Defense Zone,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
A/E,Ammunition/Explosives,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AE,Aeromedical Evacuation,Assault Echelon,Attenuation Equalizer,Nodef,Nodef,Nodef,Nodef,tabme
AEC,Aeromedical Evacuation Crew,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AECA,Arms Export Control Act,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AECM,Aeromedical Evacuation Crew Member,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AECS,Aeromedical Evacuation Command Squadron,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AECT,Aeromedical Evacuation Control Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEF,Air Expeditionary Force,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEG,Air Expeditionary Group,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEHF,Advanced Extremely High Frequency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AELT,Aeromedical Evacuation Liaison Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEOS,Aeromedical Evacuation Operations Squadron,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEOT,Aeromedical Evacuation Operations Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEPS,Aircrew Escape Propulsion System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEPST,Aeromedical Evacuation Plans And Strategy Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AES,Aeromedical Evacuation Squadron,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AESC,Aeromedical Evacuation Support Cell,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AET,Airport Emergency Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AETC,Air Education And Training Command,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AETF,Air Expeditionary Task Force,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
A/ETF,Automated/Electronic Target Folder,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEU,Assign Essential User Bypass,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AEW,Airborne Early Warning,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AF,Air Force,Air Force (Form),Amphibious Force,Nodef,Nodef,Nodef,Nodef,tabme
AF/A2,"Air Force Director Of Intelligence, Surveillance, And Reconnaissance",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFAARS,Air Force After Action Reporting System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFAPD,Air Force Applications Program Development,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFARN,Air Force Air Request Net,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFATDS,Advanced Field Artillery Tactical Data System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFB,Air Force Base,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFC,Area Frequency Coordinator,Automatic Frequency Control,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCA,Air Force Communications Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCAP,Air Force Contract Augmentation Program,Armed Forces Contract Augmentation Program,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCB,Armed Forces Chaplains Board,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCC,Air Force Component Commander,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCCC,Air Force Combat Climatology Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCEC,Air Force Civil Engineer Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCEE,Air Force Center For Engineering And The Environment,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCERT,Air Force Computer Emergency Response Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFCESA,Air Force Civil Engineering Support Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFD,Assign Fixed Directory,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDA,Air Force Doctrine Annex,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDC,Air Force Doctrine Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDD,Air Force Doctrine Document,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDIGS,Air Force Digital Graphics System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDIL,Armed Forces Dna Identification Laboratory,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFDIS,Air Force Weather Agency Dial In Subsystem,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AF/DP,"Deputy Chief Of Staff For Personnel, United States Air Force",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFE,Armed Forces Entertainment,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFEES,Armed Forces Examining And Entrance Station,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFFIS,Air Facilities File Information System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFFMA,Air Force Frequency Management Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFFOR,Air Force Forces,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFH,Air Force Handbook,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFHSC,Armed Forces Health Surveillance Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFI,Air Force Instruction,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFIAA,Air Force Intelligence Analysis Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFICA,Air Force Installation Contracting Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFID,Anti-Fratricide Identification Device,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AF/IL,"Deputy Chief Of Staff For Installations And Logistics, Usaf",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFIP,Armed Forces Institute Of Pathology,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFIRB,Armed Forces Identification Review Board,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFIS,American Forces Information Service,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFISRA,"Air Force Intelligence, Surveillance, And Reconnaissance Agency",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFIWC,Air Force Information Warfare Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFJI,Air Force Joint Instruction,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFJMAN,Air Force Joint Manual,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFLC,Air Force Logistics Command,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFLE,Air Force Liaison Element,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFLNO,Air Force Liaison Officer,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMAN,Air Force Manual,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMC,Air Force Materiel Command,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMD,Air Force Mission Directive,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFME,Armed Forces Medical Examiner,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMES,Armed Forces Medical Examiner System,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMIC,Armed Forces Medical Intelligence Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMLO,Air Force Medical Logistics Office,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFMS,Air Force Medical Service,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFNORTH,Air Force North,Allied Forces Northern Europe (Nato),Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFNORTHWEST,Allied Forces North West Europe (Nato),Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFNSEP,Air Force National Security And Emergency Preparedness Agency,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFO,Advance Force Operations,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFOA,Air Force Operations Activity,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFOE,Assault Follow-On Echelon,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFOSI,Air Force Office Of Special Investigations,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFPAM,Air Force Pamphlet,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFPC,Air Force Personnel Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFPD,Air Force Policy Directive,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFPEO,Armed Forces Professional Entertainment Overseas,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFR,Air Force Reserve,Assign Frequency For Network Reporting,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRAT,Air Force Radiation Assessment Team,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRC,Air Force Reserve Command,Armed Forces Recreation Center,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRCC,Air Force Rescue Coordination Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRL,Air Force Research Laboratory,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRRI,Armed Forces Radiobiology Research Institute,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFRTS,American Forces Radio And Television Service,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFS,Aeronautical Fixed Service,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSATCOM,Air Force Satellite Communications (System),Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSB,Afloat Forward Staging Base,Army Field Support Brigade,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSC,Armed Forces Staff College,Army Field Support Center,United States Air Force Specialty Code,Nodef,Nodef,Nodef,Nodef,tabme
AFSCN,Air Force Satellite Control Network,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSMO,Air Force Spectrum Management Office,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOAC,Air Force Special Operations Air Component,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOAD,Air Force Special Operations Air Detachment,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOAE,Air Force Special Operations Air Element,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOC,Air Force Special Operations Command,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOCC,Air Force Special Operations Control Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOF,Air Force Special Operations Forces,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSOUTH,"Allied Forces, South (Nato)",Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSPACE,United States Space Command Air Force,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSPC,Air Force Space Command,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSPOC,Air Force Space Operations Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFSTRAT,Air Forces Strategic,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFTAC,Air Force Technical Applications Center,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFTH,Air Force Theater Hospital,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFTN,Aeronautical Fixed Telecommunications Network,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
AFTO,Air Force Technical Order,Nodef,Nodef,Nodef,Nodef,Nodef,Nodef,tabme
